eng,ind
"""Good God, man, are you trying to provoke the other side? Don't do that, Sir, it'll just make them even more envious, spiteful, hateful, and then they'll throw tantrums like little kids. They're just gonna keep getting mad for no reason and rotting their brains and hearts further.""","""Aduh pak kok seolah-olah memanas - manasi kubu sebelah sih? Jangan dong pak, itu nanti mereka tambah cemburu, iri, dengki, nyinyir, ngambek kayak anak kecil, marah-marah tidak jelas juntrungannya dan makin busuk saja otak dan hatinya."""
"""Highly recommended, for sure. The cappucino is addicting, the price's dirt cheap, and you can pay the valet any amount you can. And of course, it'll get more fun near the time of Maghrib""","""Rekomendasi bangetlah. Cappuccinonya ketagihan, harga miring, dan valet parkir bayar seikhlasnya. Datang pas menjelang maghrib pasti lebih seru suasananya."""
"""Okay boss, though the handphone suddenly hangs on its own for a day.""","""Oke bos, walau handphone tiba-tiba ngehank sendiri selama sehari"""
"""This restaurant with natural atmosphere is perfect for moments with loved one or family. The food is delicious and the price is affordable""","""Tempat makan dengan suasana alam ini paling tepat untuk acara dengan pasangan atau dengan keluarga. Makanannya enak dan harga juga cukup terjangkau"""
"""Ya sure that's sincere? Genuine? a publicity stunt, yo?""","""Yakin itu ikhlas? Tulus? Bukannya itu hanya pencitraan saja ya?"""
"""I participated in the Cinta Rupiah Bank Indonesia - Net media blog competition and have submitted my article in 22 December 2017. To this day my article is still unpublished. Please clarify.""","""Saya mengikuuti lomba blog cinta rupiah bank indoneisa - net media dan sudah men - submit artikle pada 22 desember 2017 lalu, tapi sampai sekarang status artikel saya masih unpublished. Mohon penjelasannya."""
"""This cafe offers a traditional menu catering to the young cafe-goers. On top of the comfortable venue, the price is reasonable and affordable""","""Kafe ini menyediakan makanan tradisional bergaya kafe anak muda. Selain tempat yang nyaman, harga terbilang murah dan terjangkau"""
"""Trash TV station, inconsistent, disappointing to Persib - Persiba supporters, inhumane! Lousy and incompetent!""","""Stasiun tv payah, tidak konsisten, mengecewakan pendukung persib - persiba, tidak berprikemanusiaan! Payah, dan cupu!"""
"""The place feels breezy and comfy. The satay is also good, but there's a lot more in the menu than just satays""","""Tempatnya nyaman dan berkesan adem. Satenya juga enak dan ada menu lainnya lagi di tempat ini, tidak hanya sate"""
"""The scenery is wonderful for photos, the breeze is cool, food tastes great. Price is affordable, too. Lovely.""","""Pemandangannya bagus untuk foto-foto, udaranya sejuk, makanannya rasanya enak. Harga juga terjangkau. Mantap."""
"""My younger sibling really loves Primarasa brownies""","""Adikku sangat suka brownis primarasa"""
"""There are lots of shirts and pants on sale in Matahari Mall""","""Banyak baju dan celana yang dijual di matahari mal"""
"""My minimum internet was suddenly cut off, everyone in the house uses Simpati and they have the same problem: can't connect to the internet""","""Minimal internet saya putus tiba-tiba, 1 rumah pakai simpati semua begitu juga tidak bisa connect internet"""
"""Kaskus sure gives the latest and interesting information frequently.""","""Kaskus memang sering memberikan informasi yang menarik dan terbaru"""
"""One thing I really hate,  is whenever the election is coming up, things always start heating up.""","""Saya paling tidak suka itu, kalau mendekati pemilu, suasananya selalu memanas."""
"""I kinda regret getting into film major, I honestly wanted to get into fine arts major. But I don't think I have the talent.""","""Agak menyesal dengan keputusan masuk jurusan film, ingin masuk seni rupa sebenarnya. Tapi ragu dengan bakat yang dimiliki."""
"""The flavour of the spices in the fried rice is not as tasty as before anymore, it feels tasteless and saltier. There has to be quality control on the flavour department so that the quality is preserved.""","""Rasa bumbu nasi gorengnya tidak seenak dulu lagi, terkesan hambar dan lebih asin. Perlu ada pengontrol kualitas rasa agar kualitas tetap terjaga."""
"""As per recommendation, I tried the special mie goreng but for me it was very mediocre and didn't fit my palate.""","""Sesuai rekomendasi, saya mencoba mie goreng special dan rasanya menurut saya sangat biasa saja dan kurang cocok di lidah"""
"""Terjemahan di sheet Translation sudah benar, namun di sheet ini tidak lengkap""","""Baksonya enak buat di makan, tempat bersih penyajian makanan bakso yang menurut saya beda. Enak banget deh"""
"""Don't hand the perp over to the po-po. Just bury 'em alive.""","""Pelakunya jangan diserahkan sama pak polisi. Kubur hidup-hidup saja."""
"""Very disappointing, I ordered and paid for a ticket, it hadn't expired yet when I transferred the payment, but to this day they still haven't given me the booking code, and then they have the gall to tell me that my ticket has already expired. Then where the heck did my money go? I've contacted them via email but they've only responded to it once.""","""Sangat mengecewakan, saya pesan tiket dan sudah saya bayar, padahal waktu itu belum kadaluarsa pas saya transfer, tapi sampai sekarang belum dikasih kode bookingnya, malah dikasih notifikasi sudah kadaluarsa, lalu uangnya larinya ke mana, pas saya hubungi lewat email hanya ditanggapi sekali saja."""
"""Wow JNE is truly horrible! No calls picked up, no tweets replied, no emails replied, no messages replied!""","""Loh parahnya jne! Saya nelepon tidak diangkat, tweet tidak dibalas, email tidak dibalas, pesan tidak dibalas!"""
"""Pretty disappointed with the service of this so-called four-star hotel. When I stayed in that hotel, I received less than savory treatment from the concierges. Not to mention that the bathroom didn't even have tissues in it. Even though the price was quite high, the service given wasn't up to par.""","""Kecewa rasanya dengan pelayanan yang diberikan hotel bintang empat ini. Saat saya menginap di hotel itu, saya mendapat perlakuan kurang mengenakkan dari pelayan yang ada. Ditambah lagi dengan kamar mandi yang tidak ada tisunya. Padahal harganya lumayan mahal. Tapi tidak sesuai dengan pelayanan yang diberikan."""
"""I couldn't use it since last night, why are your service like this, Indosat? Registered for an extra 2 GB for 10 thousand and couldn't do anything with it, what an absolute waste of my credits.""","""Dari semalam kok tidak bisa dipakai, layanan indosat kok kayak gini. Daftar extra 2 gb 10 ribu tidak bisa-bisa, sia-sia pulsa saya malah habis tidak dipakai apa-apa."""
"""The place is rather fun, the parking spot is arranged neatly. Weird combination but delicious nonetheless, steak accompanied with super spicy tak tak noodles. Hm.""","""Tempatnya lumayan asik, parkiran di susun rapi. Perpaduan yang aneh tapi enak, steak ditemani mi tak tak super pedas. Hm."""
"""Looks like this morning's traffic jam was rough huh? We've been touring on the bus for over an hour, but we haven't arrived yet.""","""Kayaknya pagi ini macet banget ya, sudah tur di bus lebih dari sejam, tetapi tidak sampai-sampai juga."""
"""I'm so frustrated. I've been getting calls from MNC TV everyday since February. I never even subscibe to them, and I've clarified that dozens of times.""","""Saya kesal sejak februari ditelpon tiap hari di telpon dari mnc tv. Saya tidak pernah langganan, saya puluhan kali klarifikasi."""
"""Bruh, you sure are a know-it-all. No need to be on your high horse preaching all that. Your words are  just plain wrong.""","""Sok tahu banget sih lu mat. Tidak usah sok-sokan beri ceramah segala. Ceramah kamu sesat."""
"""The meatball with chicken feet is an amazing sensation. It's just so tasty, alright other than meatballs, there are other menus, too. It's just totally recommended, okay.""","""Bakso dengan ceker atau kaki ayam merupakan sensasi yang menakjubkan. Enak banget deh pokoknya selain bakso masih banyak menu yang lain. Pokoknya direkomendasikan banget deh"""
"""Xiaomi, Samsung, it all depends on what type you want and how much budget you have, really. Just ask the sellers around.""","""Xiaomi, samsung, tergantung sih kamu mau tipe apa dan sesuai biaya yang kamu punya, tanya-tanya aja ke tempat yang jual hpnya"""
"""The parking lot is too small, even cars have to be in a separate parking area across the hotel""","""Tempat parkir terlalu sempit, sampai mobil harus dititipkan ke lahan parkir yang ada di sebrang hotel."""
"""Since this skate park is filled with fun gathering spots, I think I won't ever feel bored.""","""Karena skate park ini dikelilingi tempat berkumpul yang asik, saya merasa tidak akan pernah merasa bosan."""
"""I've already filed a report to mandiricare.co.id via email address""","""Saya sudah lapor ke email mandiricare.co.id"""
"""I've got the access code and PIN.""","""Saya sudah punya kode akses dan pin."""
"""Swear for goodness' sake, Indihome is really terrible now, what's the use of paying so much, really going crazy with my emotions, damn, for real.""","""Asli dah indihome parah banget dah sekarang, apa gunanya bayar mahal mahal gila emosi nih benar-benar"""
"""Our family made time to try eating in this restaurant which looked like a nest with all the vining brances closing all their windows. It was exotic, unique, very cool, and the food was also excellent.""","""Kami sekeluarga menyempatkan diri mencoba makan di tempat makannya ini seperti sarang yang semua kaca-kacanya ditutupi oleh ranting-ranting yang merambat. Eksotik, unik, keren banget dan makanannya pun enak."""
"""I'm jealous but can't do anything about it.""","""Saya cemburu tapi tidak bisa apa-apa"""
"""It's not too pricy, the flavour's also delicious, lots of other classic Banjarese dishes.""","""Harga tidak terlalu mahal, rasanya juga enak, banyak pilihan makanan khas Banjar lainnya. """
"""The box is well-sealed even though it's a little bit dented""","""Segel rapi walau kotak sedikit penyok"""
"""Gocar Drivers come from outside Jakarta to pick up customers so they can get points.""","""Supir gocar datang dari luar kota ke jakarta untuk mencari penumpang demi dapatkan poin."""
"""Here you can pick your own strawberries and pay for it on the spot. When the fruits are big, they're a pretty good deal. The strawberries taste really sweet, too, and there also other food served here.""","""Di sini bisa petik stroberi sendiri dan langsung dibayar kalau lagi besar besar buahnya lumayan juga manis stroberinya dan ada kuliner juga bisa makan yang lain di sini"""
"""The item just came in recently, it was alright""","""Baru saja tadi sampai barangnya, bagus kok"""
"""I'm so sick of seeing trash in Palangkaraya's city road""","""Bosan banget melihat sampah di ruas jalan kota palangkaraya"""
